District,County,SubCounty,Parish,Village
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,ODINGOI
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,OJUKOT
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,OMARAI
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,OMORATOK CENTRAL
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,OMORATOK EAST
KABERAMAIDO,KABERAMAIDO,ALWA,ORIAMO,OMORATOK WEST
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,AMORU
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,APIRI
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,ARARAK
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,ASAL
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,BIRA
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,EBEJU
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,KEOLU
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,OCULOI
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,OJONY
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,OLIO
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,OLUMAI A
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,OLUMAI B
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,OMODOI A
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,OMOBOI B
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,OYAMA
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,PALATAU
KABERAMAIDO,KABERAMAIDO,ALWA,PALATAU,ROMO
KABERAMAIDO,KABERAMAIDO,APERKIRA,ABIRABIRA,ABIRABIRA A
KABERAMAIDO,KABERAMAIDO,APERKIRA,ABIRABIRA,ABIRABIRA B
KABERAMAIDO,KABERAMAIDO,APERKIRA,ABIRABIRA,AGULE
KABERAMAIDO,KABERAMAIDO,APERKIRA,ABIRABIRA,AJIKDAK B
KABERAMAIDO,KABERAMAIDO,APERKIRA,ABIRABIRA,AJULON
KABERAMAIDO,KABERAMAIDO,APERKIRA,ABIRABIRA,AWIREC
KABERAMAIDO,KABERAMAIDO,APERKIRA,ABIRABIRA,AJIKDAK A
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,ACONGWEN
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,AGULU
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,ALUMAI  B
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,ALUMAI  A
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,APERKIRA
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,APLLI
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,APOKEMADO
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,ATEK
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,ATITI
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,OKUKU
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,ANGOROM
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,ONYAIT  EAST
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,ONYAIT CENTRAL
KABERAMAIDO,KABERAMAIDO,APERKIRA,APERKIRA,OWAL
KABERAMAIDO,KABERAMAIDO,APERKIRA,OKAPEL,AKURAPENYI
KABERAMAIDO,KABERAMAIDO,APERKIRA,OKAPEL,GWER
KABERAMAIDO,KABERAMAIDO,APERKIRA,OKAPEL,OBULAI
KABERAMAIDO,KABERAMAIDO,APERKIRA,OKAPEL,OKAPEL A
KABERAMAIDO,KABERAMAIDO,APERKIRA,OKAPEL,OKAPEL B
KABERAMAIDO,KABERAMAIDO,APERKIRA,OKAPEL,OKAPEL CENTRAL
KABERAMAIDO,KABERAMAIDO,APERKIRA,OKAPEL,ONYAL A
KABERAMAIDO,KABERAMAIDO,APERKIRA,OKAPEL,ONYAL B
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,ABOLA
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,AGULE  A
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,AGULE 'B'
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,AJIKAI
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,AJIKAI  B
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,AKISIM A
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,AMSIM B
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,ANGALKWERU
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,AODO
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,ARIEBAI
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,ARIAMAKOR
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,ASEGA
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,ASWII
KABERAMAIDO,KABERAMAIDO,APERKIRA,OLELAI,OPIRO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ABEDI
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ACILO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ACILO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ADEKTARA
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ALALE
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ALINDI
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ALITO A
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ALITO B
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,OMARAI ACHILO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ASAL
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,OLELE
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,OMARAI ACILO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,OMITI  VILLAGE
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,OMWONY
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,OMWONY
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ACANPI,ORIO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,ABOLA
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,AGULE
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,AGWENG   A
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,AGWENG  B
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,AKOCOKOCO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,ALIPA
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,AMEJE
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,GORIA
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,KAMUK
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,LWALA
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,OLABO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,OMODOI
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,ONYATAI
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,OPURAI
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,OWERAI  A
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KAMUK,OWERAI B
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,AGUROI
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ANGUDAWELE  A
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ANGUDAWELE  B
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,GWETOM  B
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,GWETOM A
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ODIOPE  B
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ODIOPE  A
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ODOOTO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,ODOOT  B
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,OKERATOK A
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,OKERATOK  B
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,OKWERO
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,OYAMAI
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO TOWN COUNCIL,ALEM,ALEM 
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO TOWN COUNCIL,ALEM,ESINGU
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO TOWN COUNCIL,ALEM,HEADQUATER
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO TOWN COUNCIL,ARARAK,ARARAK A
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO TOWN COUNCIL,ARARAK,ARARAK B
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO TOWN COUNCIL,MAJENGO,EKINU
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO TOWN COUNCIL,MAJENGO,MAJENGO A
KABERAMAIDO,KABERAMAIDO,KABERAMAIDO TOWN COUNCIL,MAJENGO,MAJENGO B
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,ABATA
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,ABOK
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,ABONGOMON
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,ABONGORWOT
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,AGAM
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,AGWALOWOO
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,AKAROMUGENYA
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,OBUR
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,OGOBAI
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,OMUGENYA
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,OTAGE
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KABALKWERU,OTIL
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,AGULE
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,AKORA
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,ANGOROM
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,CUMA
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,KATEK
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,OBIRAI
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,OGODAI
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,OMORO
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,OSENY
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,KATINGE,OWELAI
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OGERAI,AGULE
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OGERAI,ANGOROM
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OGERAI,ATEK
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OGERAI,KITOKO
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OGERAI,NACEBWE
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OGERAI,OBAJAI
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OGERAI,OGERAI
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OGERAI,OLILIMO
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OGERAI,OPIYAI
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OKILLE,ASANA
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OKILLE,KAKADO
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OKILLE,KALYAMESE
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OKILLE,KIRABET
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OKILLE,OBIAI
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OKILLE,OJANGAI
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OKILLE,OKILE LANDING
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OKILLE,OKWAR
KABERAMAIDO,KABERAMAIDO,KOBULUBULU,OKILLE,OMOR
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,ABURKOT
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,ACEKITOYO
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,AGULE
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,AKWEI
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,AKWEI WETLAND
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,AMOTOT
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,AWELU
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,BYAYALE
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,IMAKIOROCH
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,KODEKERE
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,OKERATOK
KABERAMAIDO,KABERAMAIDO,OCHERO,KAGAA,OMODOI
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,ABALANG
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,OCANOYERE A
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,OCANOYERE B
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,AGULE
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,AKURALWOK
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,ALAM A
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,ALAM B
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,ANGARAM
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,AWIMON A
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,AWIMON B
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,OBIRAI
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,ODUBAI
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,OGODAI WETLAND
KABERAMAIDO,KABERAMAIDO,OCHERO,KANYALAM,OLEP
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,ABAROWALU
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,ACAMAIDAKO
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,ACWALI
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,AGULE
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,AKOKOMA
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,ALAU A
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,ALAU B
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,ALWA
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,APAI
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,ATWEI
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,AWIMON
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,KABUREPOLI
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,LALE
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,OKOLA
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,OLEKO
KABERAMAIDO,KABERAMAIDO,OCHERO,SWAGERE,OMULAI
KABERAMAIDO,KALAKI,ANYARA,ANYARA,ABAL
KABERAMAIDO,KALAKI,ANYARA,ANYARA,ADACAR
KABERAMAIDO,KALAKI,ANYARA,ANYARA,AGALIBU
KABERAMAIDO,KALAKI,ANYARA,ANYARA,ALOET
KABERAMAIDO,KALAKI,ANYARA,ANYARA,AUNA
KABERAMAIDO,KALAKI,ANYARA,ANYARA,AWALIWAL
KABERAMAIDO,KALAKI,ANYARA,ANYARA,AYOLA
KABERAMAIDO,KALAKI,ANYARA,ANYARA,KOMOLO
KABERAMAIDO,KALAKI,ANYARA,ANYARA,MORU
KABERAMAIDO,KALAKI,ANYARA,ANYARA,ODODOI
KABERAMAIDO,KALAKI,ANYARA,ANYARA,OGERAI
KABERAMAIDO,KALAKI,ANYARA,ANYARA,OGOLAI
KABERAMAIDO,KALAKI,ANYARA,ANYARA,OJAMA
KABERAMAIDO,KALAKI,ANYARA,ANYARA,OLUSAI
KABERAMAIDO,KALAKI,ANYARA,ANYARA,ONGOLE
KABERAMAIDO,KALAKI,ANYARA,ANYARA,ONYIKIR
KABERAMAIDO,KALAKI,ANYARA,ANYARA,ORIAMAI
KABERAMAIDO,KALAKI,ANYARA,ANYARA,OTULE
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,ABALANG
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,ABILIGALIN
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,ABWOLOIT
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,ACIDA
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,AGWINGIRI
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,AKATAKWII
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,AKUM
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,AKUYA
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,ALERE
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,ALURU
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,AMINIKWACH
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,AMORU
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,APENET
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,OPWOCHET
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,AWIDI
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,OKALEN
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,ONGOLAI
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,ONGOROMO
KABERAMAIDO,KALAKI,ANYARA,OGWOLO,ORYAMET
KABERAMAIDO,KALAKI,ANYARA,OMID,AMARET
KABERAMAIDO,KALAKI,ANYARA,OMID,ANGARO
KABERAMAIDO,KALAKI,ANYARA,OMID,ANGOLTOK
KABERAMAIDO,KALAKI,ANYARA,OMID,ASINGE
KABERAMAIDO,KALAKI,ANYARA,OMID,BONGIRA
KABERAMAIDO,KALAKI,ANYARA,OMID,OLIO
KABERAMAIDO,KALAKI,ANYARA,OMID,OMID-AMORU
KABERAMAIDO,KALAKI,ANYARA,OMID,ONGEROI
KABERAMAIDO,KALAKI,ANYARA,OMID,OPUNO
KABERAMAIDO,KALAKI,ANYARA,OMID,OSELEL
KABERAMAIDO,KALAKI,APAPAI,OUSIA,ACINGA
KABERAMAIDO,KALAKI,APAPAI,OUSIA,ADUDUL B
KABERAMAIDO,KALAKI,APAPAI,OUSIA,AJIKDAK
KABERAMAIDO,KALAKI,APAPAI,OUSIA,AJONAI
KABERAMAIDO,KALAKI,APAPAI,OUSIA,AKOLODONGO A
KABERAMAIDO,KALAKI,APAPAI,OUSIA,AKOLODONGO B
KABERAMAIDO,KALAKI,APAPAI,OUSIA,OJOLAI
KABERAMAIDO,KALAKI,APAPAI,OUSIA,OUSIA
KABERAMAIDO,KALAKI,APAPAI,OUSIA,RARAK
KABERAMAIDO,KALAKI,APAPAI,KAMIDAKAN,ADIPALA
KABERAMAIDO,KALAKI,APAPAI,KAMIDAKAN,AKAMTAK
KABERAMAIDO,KALAKI,APAPAI,KAMIDAKAN,AMOTOT
KABERAMAIDO,KALAKI,APAPAI,KAMIDAKAN,ANYALAI A
KABERAMAIDO,KALAKI,APAPAI,KAMIDAKAN,ANYALAI B
KABERAMAIDO,KALAKI,APAPAI,KAMIDAKAN,KAMIDAKAN
KABERAMAIDO,KALAKI,APAPAI,KAMIDAKAN,OCUKAI
KABERAMAIDO,KALAKI,APAPAI,KAMIDAKAN,ODINGOI
KABERAMAIDO,KALAKI,APAPAI,KAMIDAKAN,OSIRIMA
KABERAMAIDO,KALAKI,APAPAI,APAPAI,ABANGO
KABERAMAIDO,KALAKI,APAPAI,APAPAI,ABOLA A
KABERAMAIDO,KALAKI,APAPAI,APAPAI,ADUDULA
KABERAMAIDO,KALAKI,APAPAI,APAPAI,AGULE
KABERAMAIDO,KALAKI,APAPAI,APAPAI,KOMOLO
KABERAMAIDO,KALAKI,APAPAI,APAPAI,OSIRIMA
KABERAMAIDO,KALAKI,APAPAI,APAPAI,ABOLA WEST
KABERAMAIDO,KALAKI,APAPAI,APAPAI,OTELA
KABERAMAIDO,KALAKI,APAPAI,APAPAI,ODITETA
KABERAMAIDO,KALAKI,BULULU,KIBIMO,ALOMET
KABERAMAIDO,KALAKI,BULULU,KIBIMO,ANYERO
KABERAMAIDO,KALAKI,BULULU,KIBIMO,ARONGO
KABERAMAIDO,KALAKI,BULULU,KIBIMO,ASAL
KABERAMAIDO,KALAKI,BULULU,KIBIMO,AWOYI
KABERAMAIDO,KALAKI,BULULU,KIBIMO,NAPYANGA
KABERAMAIDO,KALAKI,BULULU,KIBIMO,OBOKETA
KABERAMAIDO,KALAKI,BULULU,KIBIMO,PALATAU
KABERAMAIDO,KALAKI,BULULU,KIBIMO,SANGA-BWIRE
KABERAMAIDO,KALAKI,BULULU,OBUR,ABOLA CENTRAL
KABERAMAIDO,KALAKI,BULULU,OBUR,ABOLA NORTH
KABERAMAIDO,KALAKI,BULULU,OBUR,ABOLA SOUTH
KABERAMAIDO,KALAKI,BULULU,OBUR,GOME
KABERAMAIDO,KALAKI,BULULU,OBUR,GOME LALE
KABERAMAIDO,KALAKI,BULULU,OBUR,OBUR
KABERAMAIDO,KALAKI,BULULU,OBUR,OMIRIMIRI
KABERAMAIDO,KALAKI,BULULU,OBUR,OMOROKIN
KABERAMAIDO,KALAKI,BULULU,OBUR,OYALEM A
KABERAMAIDO,KALAKI,BULULU,OBUR,OYALEM B
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,AGULE
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,AKOROT
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,KACHILO
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,KITENGE
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,KOTINI
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,LALE
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,OLEP
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,OLEP CENTRAL
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,OLEP WEST
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,OLILIMO
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,OMODOI
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,OPUNDI
KABERAMAIDO,KALAKI,BULULU,OCERAKUL,SANGAI
KABERAMAIDO,KALAKI,KAKURE,KAKURE,AGORA
KABERAMAIDO,KALAKI,KAKURE,KAKURE,AJAE
KABERAMAIDO,KALAKI,KAKURE,KAKURE,KAKISIM
KABERAMAIDO,KALAKI,KAKURE,KAKURE,OCUKAI
KABERAMAIDO,KALAKI,KAKURE,KAKURE,OGONGORA
KABERAMAIDO,KALAKI,KAKURE,KAKURE,OSUDO
KABERAMAIDO,KALAKI,KAKURE,OPUNGURE,AGULE
KABERAMAIDO,KALAKI,KAKURE,OPUNGURE,AKURA
KABERAMAIDO,KALAKI,KAKURE,OPUNGURE,KALOBO
KABERAMAIDO,KALAKI,KAKURE,OPUNGURE,OJELE
KABERAMAIDO,KALAKI,KAKURE,OPUNGURE,OKAPEL
KABERAMAIDO,KALAKI,KAKURE,OPUNGURE,OREGIA
KABERAMAIDO,KALAKI,KAKURE,OYOMAI,APARI
KABERAMAIDO,KALAKI,KAKURE,OYOMAI,APOKOR
KABERAMAIDO,KALAKI,KAKURE,OYOMAI,KAGWAYA
KABERAMAIDO,KALAKI,KAKURE,OYOMAI,KALONGOTAR
KABERAMAIDO,KALAKI,KAKURE,OYOMAI,OGOLAI
KABERAMAIDO,KALAKI,KAKURE,OYOMAI,OYOMAI
KABERAMAIDO,KALAKI,KALAKI,KADINYA,AJELEP
KABERAMAIDO,KALAKI,KALAKI,KADINYA,AWILYEC
KABERAMAIDO,KALAKI,KALAKI,KADINYA,KADINYA
KABERAMAIDO,KALAKI,KALAKI,KADINYA,AINO A
KABERAMAIDO,KALAKI,KALAKI,KADINYA,AINO B
KABERAMAIDO,KALAKI,KALAKI,KADINYA,OGAK
KABERAMAIDO,KALAKI,KALAKI,KADINYA,OKECHAI
KABERAMAIDO,KALAKI,KALAKI,KADINYA,OMOR
KABERAMAIDO,KALAKI,KALAKI,KADINYA,OYALEM
KABERAMAIDO,KALAKI,KALAKI,KAKERE,AWASI
KABERAMAIDO,KALAKI,KALAKI,KAKERE,KAKERE
KABERAMAIDO,KALAKI,KALAKI,KAKERE,KATANGA
KABERAMAIDO,KALAKI,KALAKI,KAKERE,ODONGAI
KABERAMAIDO,KALAKI,KALAKI,KAKERE,OKONGOL
KABERAMAIDO,KALAKI,KALAKI,KAKERE,OLIO
KABERAMAIDO,KALAKI,KALAKI,KAKERE,OMARAI
KABERAMAIDO,KALAKI,KALAKI,KALAKI,KAJIDAK
KABERAMAIDO,KALAKI,KALAKI,KALAKI,OMOJONGA
KABERAMAIDO,KALAKI,KALAKI,KALAKI,AMORU
KABERAMAIDO,KALAKI,KALAKI,KALAKI,KIREGET
KABERAMAIDO,KALAKI,KALAKI,KALAKI,KALAKI CENTRAL
KABERAMAIDO,KALAKI,KALAKI,KALAKI,OLYACHA
KABERAMAIDO,KALAKI,KALAKI,KALAKI,OLYERAI
KABERAMAIDO,KALAKI,KALAKI,KAMUDA,ABOKET
KABERAMAIDO,KALAKI,KALAKI,KAMUDA,ABOLO
KABERAMAIDO,KALAKI,KALAKI,KAMUDA,ANGOROK
KABERAMAIDO,KALAKI,KALAKI,KAMUDA,APIRI
KABERAMAIDO,KALAKI,KALAKI,KAMUDA,ASORE
KABERAMAIDO,KALAKI,KALAKI,KAMUDA,KATITI
KABERAMAIDO,KALAKI,KALAKI,KAMUDA,OIMAI
KABERAMAIDO,KALAKI,KALAKI,KAMUDA,OPIYAI
KABERAMAIDO,KALAKI,KALAKI,KAMUDA,OSENY
KABERAMAIDO,KALAKI,OTUBOI,AMORU,ALELA A
KABERAMAIDO,KALAKI,OTUBOI,AMORU,ALELA B
KABERAMAIDO,KALAKI,OTUBOI,AMORU,ABERMUNYO
